Gene	Transcript	Chrom	Start	End	Strand	ExonCount
KCTD5	NM_018992	chr16	2732524	2759031	+	6
PRSS27	NM_031948	chr16	2762423	2770225	-	6
SRRM2	NM_016333	chr16	2802639	2821413	+	15
ELOB	NM_007108	chr16	2821415	2827281	-	4
PRSS33	NM_152891	chr16	2833954	2837561	-	7
PRSS21	NM_006799	chr16	2867238	2871720	+	6
ZG16B	NM_145252	chr16	2880304	2882277	+	4
PRSS22	NM_022119	chr16	2902731	2908171	-	6
FLYWCH2	NM_138439	chr16	2933216	2949366	+	4
FLYWCH1	NM_001308068	chr16	2961932	3001209	+	10
KREMEN2	NM_172229	chr16	3014276	3018381	+	9
PAQR4	NM_152341	chr16	3019349	3023485	+	3
PKMYT1	NM_004203	chr16	3022809	3030447	-	9
CLDN9	NM_020982	chr16	3062924	3064506	+	1
CLDN6	NM_021195	chr16	3064713	3068184	-	2
TNFRSF12A	NM_016639	chr16	3070369	3072384	+	4
HCFC1R1	NM_017885	chr16	3072626	3073943	-	4
THOC6	NM_024339	chr16	3074036	3077751	+	13
BICDL2	NM_001369667	chr16	3077683	3086945	-	10
MMP25	NM_022468	chr16	3096562	3110727	+	10
IL32	NM_001376923	chr16	3115641	3119531	+	7
ZSCAN10	NM_032805	chr16	3138891	3149295	-	6
ZNF205	NM_001042428	chr16	3162587	3170518	+	7
ZNF213	NM_004220	chr16	3185030	3192805	+	6
OR1F1	NM_001370640	chr16	3238204	3256556	+	4
ZNF200	NM_198088	chr16	3272325	3285158	-	5
MEFV	NM_000243	chr16	3292027	3306633	-	10
ZNF263	NM_005741	chr16	3333491	3341460	+	6
TIGD7	NM_033208	chr16	3348808	3355430	-	2
ZNF75A	NM_001302109	chr16	3355497	3368851	+	7
OR2C1	NM_012368	chr16	3405889	3407306	+	1
ZSCAN32	NM_001284527	chr16	3432085	3451004	-	7
ZNF174	NM_003450	chr16	3451215	3459364	+	3
ZNF597	NM_152457	chr16	3482414	3493504	-	4
NAA60	NM_001083601	chr16	3493680	3536953	+	8
C16orf90	NM_001080524	chr16	3543484	3545489	-	3
CLUAP1	NM_015041	chr16	3551004	3589048	+	12
NLRC3	NM_178844	chr16	3589033	3627404	-	21
SLX4	NM_032444	chr16	3631182	3661607	-	15
DNASE1	NM_005223	chr16	3704692	3708096	+	9
TRAP1	NM_016292	chr16	3708038	3767525	-	18
CREBBP	NM_004380	chr16	3775055	3930714	-	31
ADCY9	NM_001116	chr16	4012654	4166443	-	11
SRL	NM_001098814	chr16	4239375	4292081	-	6
TFAP4	NM_003223	chr16	4307187	4323024	-	7
GLIS2	NM_032575	chr16	4366068	4389596	+	7
PAM16	NM_016069	chr16	4390252	4401322	-	5
CORO7	NM_024535	chr16	4404543	4466597	-	28
VASN	NM_138440	chr16	4421849	4433539	+	2
DNAJA3	NM_005147	chr16	4475869	4506776	+	12
NMRAL1	NM_020677	chr16	4511695	4524626	-	6
HMOX2	NM_002134	chr16	4526399	4560348	+	6
CDIP1	NM_013399	chr16	4560670	4588774	-	6
C16orf96	NM_001145011	chr16	4606341	4650759	+	16
UBALD1	NM_145253	chr16	4658885	4664889	-	3
MGRN1	NM_015246	chr16	4674827	4740973	+	17
NUDT16L1	NM_032349	chr16	4743694	4745860	+	3
ANKS3	NM_133450	chr16	4746512	4784272	-	18
ZNF500	NM_021646	chr16	4798240	4817163	-	6
SEPTIN12	NM_144605	chr16	4827607	4838346	-	10
SMIM22	NM_001253794	chr16	4845370	4846492	+	4
ROGDI	NM_024589	chr16	4846969	4852634	-	11
GLYR1	NM_032569	chr16	4853204	4897289	-	16
UBN1	NM_001079514	chr16	4897482	4932402	+	18
PPL	NM_002705	chr16	4932508	4987149	-	22
SEC14L5	NM_014692	chr16	5008331	5069158	+	16
NAGPA	NM_016256	chr16	5074845	5083936	-	10
C16orf89	NM_001098514	chr16	5094123	5115957	-	8
ALG1	NM_019109	chr16	5121844	5137380	+	13
EEF2KMT	NM_201400	chr16	5134285	5147796	-	8
RBFOX1	NM_018723	chr16	6069025	7763342	+	16
TMEM114	NM_001146336	chr16	8619502	8622224	-	2
METTL22	NM_024109	chr16	8715555	8743511	+	11
ABAT	NM_020686	chr16	8768474	8878427	+	16
TMEM186	NM_015421	chr16	8889037	8891496	-	2
PMM2	NM_000303	chr16	8891696	8943182	+	8
CARHSP1	NM_014316	chr16	8946804	8962863	-	4
USP7	NM_003470	chr16	8985954	9057763	-	31
GRIN2A	NM_001134407	chr16	9847265	10276285	-	13
EMP2	NM_001424	chr16	10622279	10674455	-	5
TEKT5	NM_144674	chr16	10721358	10788787	-	7
NUBP1	NM_002484	chr16	10837699	10863208	+	11
TVP23A	NM_001079512	chr16	10860532	10912651	-	8
CIITA	NM_000246	chr16	10971059	11030251	+	20
DEXI	NM_014015	chr16	11022748	11036325	-	2
CLEC16A	NM_015226	chr16	11038421	11276043	+	24
SOCS1	NM_003745	chr16	11348274	11350039	-	2
TNP2	NM_005425	chr16	11361714	11363182	-	2
PRM3	NM_021247	chr16	11367056	11367486	-	1
PRM2	NM_002762	chr16	11369496	11370337	-	2
PRM1	NM_002761	chr16	11374698	11375187	-	2
RMI2	NM_152308	chr16	11439316	11445617	+	2
LOC400499	NM_001370704	chr16	11465872	11621103	-	68
LITAF	NM_001136472	chr16	11641578	11680775	-	4
SNN	NM_003498	chr16	11762311	11773008	+	2
TXNDC11	NM_015914	chr16	11772939	11836713	-	12
ZC3H7A	NM_014153	chr16	11844453	11891114	-	23
RSL1D1	NM_015659	chr16	11927707	11945399	-	9
GSPT1	NM_002094	chr16	11961985	12009813	-	15
TNFRSF17	NM_001192	chr16	12059067	12061925	+	3
SNX29	NM_032167	chr16	12070591	12668144	+	21
CPPED1	NM_018340	chr16	12753656	12897744	-	4
SHISA9	NM_001145204	chr16	12995455	13334273	+	5
ERCC4	NM_005236	chr16	14014011	14046205	+	11
MRTFB	NM_001308142	chr16	14165176	14360630	+	17
PARN	NM_002582	chr16	14529558	14724117	-	24
BFAR	NM_016561	chr16	14726808	14763093	+	8
PLA2G10	NM_003561	chr16	14766405	14788165	-	4
NOMO1	NM_014287	chr16	14927578	14990014	+	31
NPIPA1	NM_006985	chr16	15031300	15045913	+	8
PDXDC1	NM_015027	chr16	15068883	15132189	+	23
NTAN1	NM_173474	chr16	15131714	15149931	-	10
RRN3	NM_018427	chr16	15153890	15188129	-	18
NPIPA5	NM_001277325	chr16	15457485	15472151	-	8
MPV17L	NM_001128423	chr16	15489611	15507128	+	4
BMERB1	NM_033201	chr16	15528445	15682116	+	6
MARF1	NM_014647	chr16	15688244	15737011	-	27
NDE1	NM_017668	chr16	15744102	15820210	+	9
MYH11	NM_002474	chr16	15796992	15950885	-	41
CEP20	NM_144600	chr16	15959576	15982460	-	5
ABCC1	NM_004996	chr16	16043473	16236910	+	31
ABCC6	NM_001171	chr16	16243422	16317351	-	31
NOMO3	NM_001004067	chr16	16326385	16388668	+	31
NPIPA7	NM_001282507	chr16	16473102	16487829	+	8
XYLT1	NM_022166	chr16	17195626	17564817	-	12
NPIPA8	NM_001282511	chr16	18411776	18429717	-	9
NOMO2	NM_173614	chr16	18511185	18573434	-	31
RPS15A	NM_001019	chr16	18792617	18801656	-	5
ARL6IP1	NM_015161	chr16	18802991	18812871	-	6
SMG1	NM_015092	chr16	18816182	18937730	-	63
TMC7	NM_024847	chr16	18995256	19075264	+	16
COQ7	NM_016138	chr16	19078936	19091417	+	6
ITPRIPL2	NM_001034841	chr16	19125286	19132951	+	1
SYT17	NM_016524	chr16	19179562	19279654	+	8
CLEC19A	NM_001256720	chr16	19297053	19322269	+	5
TMC5	NM_001261841	chr16	19429205	19510435	+	22
GDE1	NM_016641	chr16	19513015	19533420	-	6
CCP110	NM_001323572	chr16	19535264	19564730	+	14
VPS35L	NM_020314	chr16	19567025	19712485	+	31
KNOP1	NM_001012991	chr16	19713259	19729549	-	5
IQCK	NM_153208	chr16	19727778	19869789	+	10
GPRC5B	NM_016235	chr16	19868013	19896170	-	4
GPR139	NM_001002911	chr16	20039561	20085212	-	2
GP2	NM_001502	chr16	20320896	20338835	-	11
UMOD	NM_003361	chr16	20344373	20364037	-	11
PDILT	NM_174924	chr16	20370497	20416059	-	12
ACSM5	NM_017888	chr16	20420856	20452658	+	14
ACSM2A	NM_001308172	chr16	20462843	20498991	+	14
ACSM2B	NM_001105069	chr16	20547548	20587689	-	14
ACSM1	NM_001318890	chr16	20634557	20709002	-	14
THUMPD1	NM_017736	chr16	20744986	20753140	-	4
ACSM3	NM_005622	chr16	20775336	20808903	+	14
ERI2	NM_001142725	chr16	20807662	20817794	-	9
REXO5	NM_030941	chr16	20817849	20860987	+	20
DCUN1D3	NM_173475	chr16	20866247	20911680	-	3
LYRM1	NM_001128302	chr16	20912093	20936328	+	4
DNAH3	NM_001347886	chr16	20944433	21162167	-	62
ZP2	NM_001376232	chr16	21208771	21222895	-	19
ANKS4B	NM_145865	chr16	21245020	21265171	+	2
CRYM	NM_001376256	chr16	21269842	21289611	-	8
METTL9	NM_016025	chr16	21610898	21668792	+	5
IGSF6	NM_005849	chr16	21650871	21663929	-	6
OTOA	NM_144672	chr16	21675289	21772050	+	29
NPIPB4	NM_001384980	chr16	21845903	21869077	-	8
UQCRC2	NM_003366	chr16	21964682	21994981	+	14
PDZD9	NM_001363519	chr16	21995186	22012437	-	4
MOSMO	NM_001164579	chr16	22019432	22095975	+	3
VWA3A	NM_173615	chr16	22103862	22168285	+	34
EEF2K	NM_013302	chr16	22217599	22300059	+	18
POLR3E	NM_018119	chr16	22308730	22346417	+	21
CDR2	NM_001802	chr16	22357257	22385940	-	5
HS3ST2	NM_006043	chr16	22825483	22927659	+	2
USP31	NM_020718	chr16	23072727	23160773	-	16
SCNN1G	NM_001039	chr16	23194066	23228204	+	13
SCNN1B	NM_000336	chr16	23313623	23392615	+	13
COG7	NM_153603	chr16	23399814	23464510	-	17
GGA2	NM_015044	chr16	23474863	23521815	-	17
EARS2	NM_001083614	chr16	23532075	23568671	-	9
UBFD1	NM_019116	chr16	23569048	23585710	+	7
NDUFAB1	NM_005003	chr16	23592335	23607637	-	5
PALB2	NM_024675	chr16	23614486	23652631	-	13
DCTN5	NM_032486	chr16	23652787	23688793	+	6
PLK1	NM_005030	chr16	23690210	23701688	+	10
ERN2	NM_033266	chr16	23701631	23724543	-	22
CHP2	NM_022097	chr16	23766347	23770256	+	7
PRKCB	NM_002738	chr16	23847304	24231932	+	17
CACNG3	NM_006539	chr16	24267656	24373733	+	4
RBBP6	NM_006910	chr16	24550887	24584184	+	18
TNRC6A	NM_014494	chr16	24740972	24837539	+	25
SLC5A11	NM_001352248	chr16	24857284	24922944	+	17
ARHGAP17	NM_001006634	chr16	24930710	25026690	-	20
LCMT1	NM_016309	chr16	25123063	25189549	+	11
AQP8	NM_001169	chr16	25228268	25240253	+	6
ZKSCAN2	NM_001012981	chr16	25247322	25269166	-	7
HS3ST4	NM_006040	chr16	25703280	26149006	+	2
C16orf82	NM_001145545	chr16	27078248	27080487	+	1
KDM8	NM_024773	chr16	27214847	27233089	+	8
NSMCE1	NM_145080	chr16	27236315	27280093	-	8
IL4R	NM_000418	chr16	27325295	27376099	+	11
IL21R	NM_181078	chr16	27413495	27463363	+	9
GTF3C1	NM_001520	chr16	27471934	27561234	-	37
KATNIP	NM_015202	chr16	27561465	27791665	+	28
GSG1L	NM_001109763	chr16	27798849	28075035	-	7
XPO6	NM_015171	chr16	28109297	28223286	-	24
SBK1	NM_001024401	chr16	28303846	28335170	+	4
EIF3CL	NM_001317857	chr16	28391036	28415162	-	21
CLN3	NM_001042432	chr16	28488600	28503395	-	16
APOBR	NM_018690	chr16	28505964	28510285	+	4
IL27	NM_145659	chr16	28510683	28518155	-	5
NUPR1	NM_012385	chr16	28544029	28550295	-	3
SGF29	NM_138414	chr16	28565241	28603111	+	10
SULT1A2	NM_001054	chr16	28603264	28608371	-	8
SULT1A1	NM_001055	chr16	28616908	28621365	-	8
NPIPB8	NM_001310136	chr16	28649386	28670065	+	8
EIF3C	NM_003752	chr16	28722785	28746917	+	21
NPIPB9	NM_001287250	chr16	28763756	28784144	+	7
ATXN2L	NM_007245	chr16	28834320	28848553	+	22
TUFM	NM_003321	chr16	28853732	28857669	-	10
SH2B1	NM_001387430	chr16	28875164	28885526	+	8
ATP2A1	NM_004320	chr16	28889809	28915787	+	23
RABEP2	NM_024816	chr16	28915742	28936559	-	13
CD19	NM_001770	chr16	28943292	28950663	+	15
NFATC2IP	NM_032815	chr16	28962318	28977786	+	8
SPNS1	NM_032038	chr16	28986099	28995864	+	12
LAT	NM_001014987	chr16	28996373	29002105	+	12
NPIPB11	NM_001310137	chr16	29392639	29415866	-	8
BOLA2	NM_001031827	chr16	29464909	29466285	-	3
SLX1B	NM_024044	chr16	29465822	29469540	+	6
SULT1A4	NM_001017390	chr16	29471234	29476287	+	8
SPN	NM_003123	chr16	29674568	29682197	+	2
QPRT	NM_014298	chr16	29690501	29710020	+	4
C16orf54	NM_175900	chr16	29753784	29757311	-	2
ZG16	NM_152338	chr16	29789577	29794294	+	4
KIF22	NM_007317	chr16	29802072	29816705	+	14
MAZ	NM_002383	chr16	29817850	29822485	+	5
PRRT2	NM_145239	chr16	29823514	29827202	+	4
PAGR1	NM_024516	chr16	29827473	29833810	+	3
MVP	NM_005115	chr16	29831783	29859342	+	15
CDIPT	NM_006319	chr16	29869678	29874547	-	6
SEZ6L2	NM_001243332	chr16	29882480	29910871	-	18
ASPHD1	NM_181718	chr16	29911809	29917377	+	3
KCTD13	NM_178863	chr16	29917660	29937547	-	6
TMEM219	NM_001083613	chr16	29973400	29984369	+	6
TAOK2	NM_016151	chr16	29985189	29999714	+	16
HIRIP3	NM_003609	chr16	30003651	30006938	-	7
INO80E	NM_173618	chr16	30007562	30017112	+	7
DOC2A	NM_003586	chr16	30016835	30022348	-	11
C16orf92	NM_001109659	chr16	30034519	30036025	+	4
TLCD3B	NM_031478	chr16	30035748	30042592	-	5
LOC112694756	NM_001365304	chr16	30064472	30081735	+	14
ALDOA	NM_001243177	chr16	30077081	30081735	+	10
PPP4C	NM_002720	chr16	30087315	30096697	+	9
TBX6	NM_004608	chr16	30097114	30103245	-	9
YPEL3	NM_031477	chr16	30103635	30107534	-	4
GDPD3	NM_024307	chr16	30116131	30124858	-	10
MAPK3	NM_002746	chr16	30125426	30134541	-	9
CORO1A	NM_007074	chr16	30194923	30200397	+	11
BOLA2B	NM_001039182	chr16	30204253	30204987	-	3
SLX1A	NM_001014999	chr16	30205196	30208882	+	6
SULT1A3	NM_177552	chr16	30210576	30215631	+	8
CD2BP2	NM_006110	chr16	30362094	30366629	-	7
TBC1D10B	NM_015527	chr16	30368423	30381815	-	9
SEPTIN1	NM_001365977	chr16	30389456	30393882	-	11
ZNF48	NM_001214909	chr16	30406741	30411429	+	3
ZNF771	NM_001142305	chr16	30418927	30430735	+	3
DCTPP1	NM_024096	chr16	30434936	30441351	-	3
SEPHS2	NM_012248	chr16	30454952	30457195	-	1
ITGAL	NM_002209	chr16	30484063	30534506	+	31
ZNF768	NM_024671	chr16	30535325	30537887	-	2
ZNF747	NM_001305018	chr16	30541688	30546179	-	3
ZNF764	NM_001172679	chr16	30565085	30569695	-	3
ZNF688	NM_145271	chr16	30581047	30583035	-	3
ZNF785	NM_152458	chr16	30591977	30597018	-	3
ZNF689	NM_138447	chr16	30613879	30621710	-	3
PRR14	NM_024031	chr16	30662281	30667734	+	12
FBRS	NM_001105079	chr16	30669752	30682131	+	18
SRCAP	NM_006662	chr16	30710492	30752730	+	34
TMEM265	NM_001256829	chr16	30751963	30756517	+	3
PHKG2	NM_000294	chr16	30759746	30772497	+	10
RNF40	NM_014771	chr16	30773643	30787628	+	20
ZNF629	NM_001080417	chr16	30789777	30798526	-	3
BCL7C	NM_004765	chr16	30899116	30905398	-	6
CTF1	NM_001330	chr16	30907935	30914868	+	3
FBXL19	NM_001382779	chr16	30934893	30960104	+	11
ORAI3	NM_152288	chr16	30960389	30966259	+	2
SETD1A	NM_014712	chr16	30969075	30995985	+	19
HSD3B7	NM_025193	chr16	30996528	31000468	+	7
STX1B	NM_052874	chr16	31000577	31021959	-	10
STX4	NM_004604	chr16	31044879	31051485	+	11
ZNF668	NM_024706	chr16	31072168	31085561	-	3
ZNF646	NM_014699	chr16	31085743	31095517	+	3
PRSS53	NM_001039503	chr16	31094745	31100130	-	11
VKORC1	NM_024006	chr16	31102175	31106118	-	3
BCKDK	NM_005881	chr16	31119707	31124112	+	12
KAT8	NM_032188	chr16	31128985	31142680	+	11
PRSS8	NM_002773	chr16	31142754	31147048	-	6
PRSS36	NM_173502	chr16	31150247	31161387	-	15
FUS	NM_004960	chr16	31191460	31202926	+	15
PYCARD	NM_013258	chr16	31212807	31214081	-	3
TRIM72	NM_001008274	chr16	31225440	31242858	+	7
PYDC1	NM_152901	chr16	31227283	31228456	-	2
ITGAM	NM_000632	chr16	31271296	31344198	+	30
ITGAX	NM_000887	chr16	31366497	31394320	+	30
ITGAD	NM_005353	chr16	31404656	31437826	+	30
COX6A2	NM_005205	chr16	31439052	31439681	-	3
ZNF843	NM_001136509	chr16	31446755	31454110	-	2
ARMC5	NM_001105247	chr16	31470822	31478486	+	6
TGFB1I1	NM_001042454	chr16	31483473	31489279	+	11
SLC5A2	NM_003041	chr16	31494444	31502090	+	14
RUSF1	NM_022744	chr16	31500796	31519712	-	13
AHSP	NM_016633	chr16	31539221	31540124	+	3
ZNF267	NM_003414	chr16	31885128	31928678	+	4
TP53TG3D	NM_001243722	chr16	32264645	32267249	+	2
TP53TG3	NM_016212	chr16	32684849	32687450	-	2
TP53TG3C	NM_001205259	chr16	33205585	33207624	+	2
TP53TG3B	NM_001099687	chr16	33262118	33264719	+	2
SHCBP1	NM_024745	chr16	46612503	46655291	-	13
VPS35	NM_018206	chr16	46690044	46723090	-	17
ORC6	NM_014321	chr16	46723571	46732306	+	7
MYLK3	NM_182493	chr16	46736194	46782256	-	13
C16orf87	NM_001001436	chr16	46830515	46865092	-	4
GPT2	NM_133443	chr16	46918274	46965201	+	12
DNAJA2	NM_005880	chr16	46989274	47007585	-	9
NETO2	NM_018092	chr16	47111614	47177856	-	9
ITFG1	NM_030790	chr16	47188302	47494974	-	18
PHKB	NM_000293	chr16	47495242	47735434	+	31
ABCC11	NM_001370497	chr16	48199684	48281450	-	30
LONP2	NM_031490	chr16	48278211	48391260	+	15
SIAH1	NM_003031	chr16	48394442	48419324	-	2
N4BP1	NM_153029	chr16	48572637	48644091	-	7
CBLN1	NM_004352	chr16	49311828	49315749	-	3
C16orf78	NM_144602	chr16	49407715	49433342	+	5
ZNF423	NM_001379286	chr16	49521435	49890023	-	8
CNEP1R1	NM_001281789	chr16	50059136	50070992	+	6
HEATR3	NM_182922	chr16	50099881	50141183	+	15
TENT4B	NM_001365324	chr16	50187217	50269221	+	12
ADCY7	NM_001114	chr16	50300462	50352046	+	26
BRD7	NM_013263	chr16	50349868	50402899	-	17
NKD1	NM_033119	chr16	50582307	50683160	+	10
SNX20	NM_182854	chr16	50705540	50715223	-	4
NOD2	NM_001370466	chr16	50727517	50766986	+	12
CYLD	NM_001378743	chr16	50775997	50835846	+	19
SALL1	NM_002968	chr16	51169893	51185181	-	3
TOX3	NM_001080430	chr16	52470329	52581055	-	7
CHD9	NM_001308319	chr16	53088903	53361409	+	39
RBL2	NM_005611	chr16	53468383	53525560	+	22
AKTIP	NM_022476	chr16	53524952	53537121	-	10
RPGRIP1L	NM_015272	chr16	53632065	53737771	-	27
FTO	NM_001080432	chr16	53738068	54155853	+	9
IRX3	NM_024336	chr16	54317216	54320699	-	4
IRX5	NM_005853	chr16	54964777	54968397	+	3
IRX6	NM_024335	chr16	55358115	55364668	+	6
MMP2	NM_004530	chr16	55513110	55540603	+	13
LPCAT2	NM_017839	chr16	55542984	55620578	+	14
CAPNS2	NM_032330	chr16	55600596	55601599	+	1
SLC6A2	NM_001172501	chr16	55689900	55740104	+	15
CES1	NM_001025195	chr16	55836763	55867008	-	14
CES5A	NM_001143685	chr16	55880066	55909285	-	13
GNAO1	NM_020988	chr16	56225401	56391356	+	9
AMFR	NM_001144	chr16	56395364	56459457	-	14
NUDT21	NM_007006	chr16	56463045	56485244	-	7
OGFOD1	NM_018233	chr16	56485466	56513016	+	13
BBS2	NM_031885	chr16	56518297	56553936	-	17
MT4	NM_032935	chr16	56598985	56602869	+	3
MT3	NM_005954	chr16	56623440	56624997	+	3
MT2A	NM_005953	chr16	56642496	56643409	+	3
MT1E	NM_001363555	chr16	56659693	56661024	+	2
MT1M	NM_176870	chr16	56666571	56667893	+	3
MT1A	NM_005946	chr16	56672578	56673999	+	3
MT1B	NM_005947	chr16	56685798	56687116	+	3
MT1F	NM_005949	chr16	56691871	56693215	+	3
MT1G	NM_001301267	chr16	56700642	56701977	-	3
MT1H	NM_005951	chr16	56703726	56705041	+	3
MT1X	NM_005952	chr16	56716382	56718108	+	3
NUP93	NM_014669	chr16	56764041	56884198	+	22
SLC12A3	NM_001126108	chr16	56899119	56949762	+	26
HERPUD1	NM_014685	chr16	56966054	56978776	+	8
CETP	NM_000078	chr16	56995862	57017757	+	16
NLRC5	NM_001384950	chr16	57023469	57117432	+	49
CPNE2	NM_152727	chr16	57126495	57182281	+	16
PSME3IP1	NM_024946	chr16	57186378	57219951	-	7
RSPRY1	NM_133368	chr16	57220241	57274381	+	15
ARL2BP	NM_012106	chr16	57279171	57287547	+	6
PLLP	NM_015993	chr16	57290009	57318584	-	4
CCL22	NM_002990	chr16	57392695	57400101	+	3
CX3CL1	NM_002996	chr16	57406402	57418956	+	3
CCL17	NM_002987	chr16	57438679	57449975	+	4
CIAPIN1	NM_020313	chr16	57462099	57481297	-	9
COQ9	NM_020312	chr16	57481391	57495182	+	9
POLR2C	NM_032940	chr16	57496591	57505921	+	9
DOK4	NM_018110	chr16	57505834	57520405	-	9
CCDC102A	NM_033212	chr16	57546093	57570483	-	9
ADGRG5	NM_001304376	chr16	57576555	57611101	+	12
ADGRG1	NM_201525	chr16	57662542	57699479	+	14
ADGRG3	NM_170776	chr16	57702218	57723290	+	12
DRC7	NM_001289162	chr16	57728718	57765717	+	19
KATNB1	NM_005886	chr16	57769682	57791156	+	20
KIFC3	NM_001130100	chr16	57792129	57836403	-	20
CNGB1	NM_001297	chr16	57916244	58005032	-	33
ZNF319	NM_020807	chr16	58028580	58034576	-	2
USB1	NM_024598	chr16	58035311	58055522	+	7
MMP15	NM_002428	chr16	58059658	58080805	+	10
CFAP20	NM_013242	chr16	58147496	58163285	-	6
CSNK2A2	NM_001896	chr16	58191811	58232010	-	12
PRSS54	NM_001305173	chr16	58313901	58328929	-	7
GINS3	NM_022770	chr16	58426375	58440051	+	3
NDRG4	NM_001242835	chr16	58534047	58547523	+	15
SETD6	NM_001160305	chr16	58549421	58557746	+	8
CNOT1	NM_016284	chr16	58553855	58663730	-	49
SLC38A7	NM_018231	chr16	58699013	58718674	-	12
GOT2	NM_002080	chr16	58741035	58768220	-	10
CDH8	NM_001796	chr16	61681154	62070342	-	12
CDH11	NM_001797	chr16	64977656	65155966	-	13
CDH5	NM_001795	chr16	66400594	66438687	+	12
BEAN1	NM_001178020	chr16	66461198	66516736	+	5
TK2	NM_004614	chr16	66541906	66584025	-	10
CKLF	NM_016951	chr16	66586479	66599971	+	4
CMTM1	NM_052999	chr16	66600342	66613038	+	4
CMTM2	NM_144673	chr16	66613366	66622178	+	4
CMTM3	NM_181553	chr16	66638607	66647790	+	5
CMTM4	NM_181521	chr16	66648653	66730646	-	4
DYNC1LI2	NM_006141	chr16	66754796	66785512	-	13
TERB1	NM_001136505	chr16	66788543	66835487	-	19
NAE1	NM_003905	chr16	66836781	66864879	-	20
CA7	NM_005182	chr16	66878317	66888050	+	7
PDP2	NM_020786	chr16	66914418	66925004	+	2
CDH16	NM_004062	chr16	66942025	66952788	-	18
RRAD	NM_004165	chr16	66955588	66959438	-	5
CIAO2B	NM_016062	chr16	66965968	66968305	-	5
CES2	NM_001365405	chr16	66969419	66978999	+	12
CES3	NM_024922	chr16	66995169	67009052	+	13
CES4A	NM_001364782	chr16	67022492	67044320	+	14
CBFB	NM_022845	chr16	67063052	67134961	+	6
B3GNT9	NM_033309	chr16	67182007	67184901	-	2
TRADD	NM_003789	chr16	67188088	67193812	-	5
FBXL8	NM_018378	chr16	67193860	67198077	+	3
HSF4	NM_001374675	chr16	67198648	67203844	+	13
NOL3	NM_001276309	chr16	67204441	67209626	+	4
EXOC3L1	NM_178516	chr16	67218282	67224039	-	14
E2F4	NM_001950	chr16	67226058	67232821	+	10
ELMO3	NM_024712	chr16	67233034	67237907	+	20
TMEM208	NM_014187	chr16	67261033	67263181	+	6
FHOD1	NM_013241	chr16	67263292	67281384	-	22
SLC9A5	NM_004594	chr16	67282882	67306094	+	16
PLEKHG4	NM_001129729	chr16	67313435	67323383	+	22
KCTD19	NM_001100915	chr16	67323335	67360644	-	16
LRRC36	NM_018296	chr16	67360718	67419107	+	14
TPPP3	NM_015964	chr16	67423712	67427401	-	4
ZDHHC1	NM_001323627	chr16	67428055	67450380	-	12
HSD11B2	NM_000196	chr16	67465024	67471456	+	5
ATP6V0D1	NM_004691	chr16	67471922	67515060	-	8
AGRP	NM_001138	chr16	67516474	67517450	-	4
RIPOR1	NM_024519	chr16	67562732	67580689	+	22
CTCF	NM_006565	chr16	67596429	67673080	+	12
CARMIL2	NM_001013838	chr16	67679047	67691472	+	38
ACD	NM_001082486	chr16	67691415	67694163	-	12
PARD6A	NM_001037281	chr16	67694863	67696677	+	3
ENKD1	NM_032140	chr16	67696848	67700653	-	7
C16orf86	NM_001012984	chr16	67700717	67702658	+	4
GFOD2	NM_030819	chr16	67708439	67753219	-	3
RANBP10	NM_020850	chr16	67756973	67840463	-	14
TSNAXIP1	NM_001288990	chr16	67840792	67861971	+	16
CENPT	NM_025082	chr16	67862060	67881596	-	16
THAP11	NM_020457	chr16	67876223	67878098	+	1
NUTF2	NM_005796	chr16	67880836	67906470	+	5
EDC4	NM_014329	chr16	67906955	67918402	+	29
NRN1L	NM_198443	chr16	67918788	67920271	+	3
PSKH1	NM_006742	chr16	67927157	67963579	+	3
CTRL	NM_001907	chr16	67963477	67965765	-	7
PSMB10	NM_002801	chr16	67968409	67970753	-	8
LCAT	NM_000229	chr16	67973653	67978023	-	6
SLC12A4	NM_005072	chr16	67977377	68002540	-	24
DPEP3	NM_001370198	chr16	68009566	68014402	-	10
DPEP2	NM_022355	chr16	68021297	68033387	-	11
DPEP2NB	NM_001282442	chr16	68047339	68049814	-	2
DDX28	NM_018380	chr16	68054819	68057135	-	1
DUS2	NM_017803	chr16	68057187	68113223	+	17
NFATC3	NM_173165	chr16	68119273	68263162	+	10
ESRP2	NM_024939	chr16	68262936	68270030	-	15
PLA2G15	NM_012320	chr16	68279276	68294961	+	6
SLC7A6	NM_003983	chr16	68298429	68335722	+	11
SLC7A6OS	NM_032178	chr16	68331937	68344849	-	5
PRMT7	NM_019023	chr16	68344922	68392487	+	19
SMPD3	NM_018667	chr16	68392230	68482411	-	9
ZFP90	NM_001305203	chr16	68573194	68601034	+	5
CDH3	NM_001793	chr16	68679213	68734195	+	16
CDH1	NM_004360	chr16	68771195	68869440	+	16
TANGO6	NM_024562	chr16	68877434	69119085	+	18
HAS3	NM_001199280	chr16	69139556	69151563	+	4
CHTF8	NM_001039690	chr16	69151913	69166491	-	4
DERPC	NM_001002847	chr16	69151913	69166491	-	3
UTP4	NM_032830	chr16	69166552	69202924	+	17
SNTB2	NM_006750	chr16	69221050	69342955	+	7
VPS4A	NM_013245	chr16	69345253	69360842	+	11
COG8	NM_032382	chr16	69360331	69373467	-	6
